,Patient,Gene1,Gene2,Edge,Curvature,Response
358,A549_LUNG,AKT1,HSPB1,AKT1;HSPB1,-0.18,0
359,A549_LUNG,AKT1,RHEB,AKT1;RHEB,-0.33,0
360,A549_LUNG,AKT1,AXIN1,AKT1;AXIN1,-0.13,0
361,A549_LUNG,AKT1,PIK3R3,AKT1;PIK3R3,0.11,0
362,A549_LUNG,AKT1,PIK3CA,AKT1;PIK3CA,0.11,0
363,A549_LUNG,AKT1,STAT3,AKT1;STAT3,0.09,0
364,A549_LUNG,AKT1,PXN,AKT1;PXN,-0.01,0
365,A549_LUNG,AKT1,IQGAP1,AKT1;IQGAP1,-0.07,0
366,A549_LUNG,AKT1,RASA1,AKT1;RASA1,-0.18,0
367,A549_LUNG,AKT1,PAK1,AKT1;PAK1,0.12,0
368,A549_LUNG,AKT1,EZH2,AKT1;EZH2,-0.13,0
369,A549_LUNG,AKT1,SMAD3,AKT1;SMAD3,0.11,0
370,A549_LUNG,AKT1,FOXO3,AKT1;FOXO3,0.16,0
371,A549_LUNG,AKT1,EIF4EBP1,AKT1;EIF4EBP1,-0.41,0
372,A549_LUNG,AKT1,STAT1,AKT1;STAT1,0.05,0
373,A549_LUNG,AKT1,BECN1,AKT1;BECN1,0.02,0
374,A549_LUNG,AKT1,MAPKAPK2,AKT1;MAPKAPK2,-0.03,0
375,A549_LUNG,AKT1,JUN,AKT1;JUN,0.15,0
376,A549_LUNG,AKT1,SRC,AKT1;SRC,0.08,0
377,A549_LUNG,AKT1,CTTN,AKT1;CTTN,0.02,0
378,A549_LUNG,AKT1,RPS6,AKT1;RPS6,-0.59,0
379,A549_LUNG,AKT1,BAD,AKT1;BAD,0.08,0
380,A549_LUNG,AKT1,ILK,AKT1;ILK,-0.06,0
381,A549_LUNG,AKT1,GAPDH,AKT1;GAPDH,-0.43,0
382,A549_LUNG,AKT1,CDKN1A,AKT1;CDKN1A,0.05,0
383,A549_LUNG,AKT1,CREB1,AKT1;CREB1,-0.03,0
384,A549_LUNG,AKT1,RHOA,AKT1;RHOA,-0.16,0
385,A549_LUNG,AKT1,TRIB3,AKT1;TRIB3,0.02,0
386,A549_LUNG,AKT1,BRCA1,AKT1;BRCA1,-0.13,0
387,A549_LUNG,AKT1,IKBKB,AKT1;IKBKB,0.03,0
388,A549_LUNG,AKT1,HSPA8,AKT1;HSPA8,-0.43,0
389,A549_LUNG,AKT1,HIF1A,AKT1;HIF1A,0.12,0
390,A549_LUNG,AKT1,MYC,AKT1;MYC,0.05,0
391,A549_LUNG,AKT1,CDC42,AKT1;CDC42,0.03,0
392,A549_LUNG,HAT1,ORC1,HAT1;ORC1,0.43,0
393,A549_LUNG,SDHB,TRAP1,SDHB;TRAP1,0.27,0
394,A549_LUNG,SDHB,CYCS,SDHB;CYCS,-0.49,0
395,A549_LUNG,FBXL12,SKP1,FBXL12;SKP1,-1.1,0
396,A549_LUNG,RFC2,RAD9A,RFC2;RAD9A,0.4,0
397,A549_LUNG,RFC2,TOPBP1,RFC2;TOPBP1,0.26,0
398,A549_LUNG,RFC2,RPA1,RFC2;RPA1,0.4,0
399,A549_LUNG,RFC2,RFC5,RFC2;RFC5,0.32,0
400,A549_LUNG,RFC2,RPA2,RFC2;RPA2,0.25,0
401,A549_LUNG,RFC2,PCNA,RFC2;PCNA,-0.06,0
402,A549_LUNG,RFC2,RPA3,RFC2;RPA3,0.3,0
403,A549_LUNG,RFC2,CHEK1,RFC2;CHEK1,0.07,0
404,A549_LUNG,RFC2,BRCA1,RFC2;BRCA1,0.02,0
405,A549_LUNG,USP14,USP7,USP14;USP7,-0.54,0
406,A549_LUNG,USP14,PSMD4,USP14;PSMD4,0.25,0
407,A549_LUNG,APP,APPBP2,APP;APPBP2,0.04,0
408,A549_LUNG,APP,HSD17B10,APP;HSD17B10,-0.35,0
409,A549_LUNG,APP,ADAM10,APP;ADAM10,0.18,0
410,A549_LUNG,APP,IDE,APP;IDE,0.18,0
411,A549_LUNG,APP,TNFRSF21,APP;TNFRSF21,0.18,0
412,A549_LUNG,APP,SRC,APP;SRC,-0.47,0
413,A549_LUNG,APP,SHC1,APP;SHC1,-0.32,0
414,A549_LUNG,APP,HSPD1,APP;HSPD1,-0.18,0
415,A549_LUNG,APP,GAPDH,APP;GAPDH,-0.65,0
416,A549_LUNG,PRKCD,PIK3R3,PRKCD;PIK3R3,-0.67,0
417,A549_LUNG,PRKCD,PIK3CA,PRKCD;PIK3CA,-0.3,0
418,A549_LUNG,PRKCD,MAPK9,PRKCD;MAPK9,-0.81,0
419,A549_LUNG,PRKCD,STAT1,PRKCD;STAT1,-0.62,0
420,A549_LUNG,PRKCD,SHC1,PRKCD;SHC1,-0.65,0
421,A549_LUNG,PRKCD,ELAVL1,PRKCD;ELAVL1,-0.89,0
422,A549_LUNG,PRKCD,SRC,PRKCD;SRC,-0.84,0
423,A549_LUNG,FBXO7,SKP1,FBXO7;SKP1,-0.38,0
424,A549_LUNG,FBXO7,PSMF1,FBXO7;PSMF1,-0.12,0
425,A549_LUNG,DDB2,COPS7A,DDB2;COPS7A,0.34,0
426,A549_LUNG,RHEB,BNIP3L,RHEB;BNIP3L,0.15,0
427,A549_LUNG,RHEB,GAPDH,RHEB;GAPDH,-0.18,0
428,A549_LUNG,RHEB,RPS6,RHEB;RPS6,-0.06,0
429,A549_LUNG,RHEB,EIF4EBP1,RHEB;EIF4EBP1,0.14,0
430,A549_LUNG,MRPL19,OXA1L,MRPL19;OXA1L,0.36,0
431,A549_LUNG,MRPL19,PSMG1,MRPL19;PSMG1,0.2,0
432,A549_LUNG,MRPL19,MRPS2,MRPL19;MRPS2,0.38,0
433,A549_LUNG,MRPL19,POLR1C,MRPL19;POLR1C,0.16,0
434,A549_LUNG,MRPL19,RPS5,MRPL19;RPS5,-0.37,0
435,A549_LUNG,NPC1,TMEM97,NPC1;TMEM97,-0.25,0
436,A549_LUNG,GADD45A,GADD45B,GADD45A;GADD45B,0.43,0
437,A549_LUNG,GADD45A,AURKA,GADD45A;AURKA,0.0,0
438,A549_LUNG,GADD45A,CCNB1,GADD45A;CCNB1,-0.0,0
439,A549_LUNG,GADD45A,CCNB2,GADD45A;CCNB2,-0.01,0
440,A549_LUNG,GADD45A,MAP3K4,GADD45A;MAP3K4,0.27,0
441,A549_LUNG,GADD45A,CDK1,GADD45A;CDK1,-0.0,0
442,A549_LUNG,GADD45A,CDKN1A,GADD45A;CDKN1A,0.12,0
443,A549_LUNG,GADD45A,PCNA,GADD45A;PCNA,-0.16,0
444,A549_LUNG,CHEK2,PLK1,CHEK2;PLK1,-0.93,0
445,A549_LUNG,CHEK2,CDC25A,CHEK2;CDC25A,-0.8,0
446,A549_LUNG,CHEK2,RAD9A,CHEK2;RAD9A,-0.27,0
447,A549_LUNG,CHEK2,RAD51C,CHEK2;RAD51C,-0.15,0
448,A549_LUNG,CHEK2,TP53BP1,CHEK2;TP53BP1,-0.46,0
449,A549_LUNG,CHEK2,BRCA1,CHEK2;BRCA1,-0.54,0
450,A549_LUNG,CHEK2,CHEK1,CHEK2;CHEK1,-0.72,0
451,A549_LUNG,CHEK2,CDC45,CHEK2;CDC45,-0.86,0
452,A549_LUNG,PAFAH1B1,CDK1,PAFAH1B1;CDK1,-0.27,0
453,A549_LUNG,PAFAH1B1,PAFAH1B3,PAFAH1B1;PAFAH1B3,0.5,0
454,A549_LUNG,FHL2,STXBP2,FHL2;STXBP2,0.77,0
455,A549_LUNG,TUBB6,ARHGEF2,TUBB6;ARHGEF2,0.1,0
456,A549_LUNG,FBXO21,SKP1,FBXO21;SKP1,-0.1,0
457,A549_LUNG,KIF20A,AURKA,KIF20A;AURKA,0.39,0
458,A549_LUNG,KIF20A,CCNB1,KIF20A;CCNB1,0.22,0
459,A549_LUNG,KIF20A,CENPE,KIF20A;CENPE,0.38,0
460,A549_LUNG,KIF20A,CCNB2,KIF20A;CCNB2,0.34,0
461,A549_LUNG,KIF20A,MELK,KIF20A;MELK,0.44,0
462,A549_LUNG,KIF20A,PLK1,KIF20A;PLK1,0.21,0
463,A549_LUNG,KIF20A,BIRC5,KIF20A;BIRC5,0.37,0
464,A549_LUNG,KIF20A,AURKB,KIF20A;AURKB,0.43,0
465,A549_LUNG,KIF20A,UBE2C,KIF20A;UBE2C,0.45,0
466,A549_LUNG,KIF20A,KIF14,KIF20A;KIF14,0.31,0
467,A549_LUNG,KIF20A,CDC20,KIF20A;CDC20,0.37,0
468,A549_LUNG,KIF20A,CCNA2,KIF20A;CCNA2,0.14,0
469,A549_LUNG,KIF20A,NUSAP1,KIF20A;NUSAP1,0.41,0
470,A549_LUNG,KIF20A,CDK1,KIF20A;CDK1,0.18,0
471,A549_LUNG,KIF20A,TOP2A,KIF20A;TOP2A,0.41,0
472,A549_LUNG,PCCB,ACAA1,PCCB;ACAA1,-0.32,0
473,A549_LUNG,TOP2A,AURKA,TOP2A;AURKA,0.44,0
474,A549_LUNG,TOP2A,CCNB1,TOP2A;CCNB1,0.38,0
475,A549_LUNG,TOP2A,CENPE,TOP2A;CENPE,0.5,0
476,A549_LUNG,TOP2A,CCNB2,TOP2A;CCNB2,0.46,0
477,A549_LUNG,TOP2A,MELK,TOP2A;MELK,0.49,0
478,A549_LUNG,TOP2A,PLK1,TOP2A;PLK1,0.34,0
479,A549_LUNG,TOP2A,BIRC5,TOP2A;BIRC5,0.44,0
480,A549_LUNG,TOP2A,AURKB,TOP2A;AURKB,0.51,0
481,A549_LUNG,TOP2A,SMC4,TOP2A;SMC4,0.36,0
482,A549_LUNG,TOP2A,UBE2C,TOP2A;UBE2C,0.47,0
483,A549_LUNG,TOP2A,KIF14,TOP2A;KIF14,0.48,0
484,A549_LUNG,TOP2A,CDC20,TOP2A;CDC20,0.43,0
485,A549_LUNG,TOP2A,CDK1,TOP2A;CDK1,0.36,0
486,A549_LUNG,TOP2A,CHEK1,TOP2A;CHEK1,0.25,0
487,A549_LUNG,TOP2A,CDC45,TOP2A;CDC45,0.34,0
488,A549_LUNG,TOP2A,CCNA2,TOP2A;CCNA2,0.32,0
489,A549_LUNG,TOP2A,NUSAP1,TOP2A;NUSAP1,0.5,0
490,A549_LUNG,BAD,BAX,BAD;BAX,-0.15,0
491,A549_LUNG,BAD,MAPK9,BAD;MAPK9,0.06,0
492,A549_LUNG,NFKBIE,NFKBIA,NFKBIE;NFKBIA,-0.45,0
493,A549_LUNG,NFKBIE,NFKB2,NFKBIE;NFKB2,0.55,0
494,A549_LUNG,NFKBIE,NFKBIB,NFKBIE;NFKBIB,-0.11,0
495,A549_LUNG,NFKBIE,IKBKB,NFKBIE;IKBKB,-0.95,0
496,A549_LUNG,FDFT1,HMGCR,FDFT1;HMGCR,0.28,0
497,A549_LUNG,FDFT1,HMGCS1,FDFT1;HMGCS1,-0.07,0
498,A549_LUNG,FDFT1,DHDDS,FDFT1;DHDDS,0.2,0
499,A549_LUNG,FDFT1,NSDHL,FDFT1;NSDHL,-0.03,0
500,A549_LUNG,FDFT1,GAPDH,FDFT1;GAPDH,-0.57,0
501,A549_LUNG,CCND1,HSPA8,CCND1;HSPA8,-0.24,0
502,A549_LUNG,CCND1,RB1,CCND1;RB1,0.04,0
503,A549_LUNG,CCND1,CDK1,CCND1;CDK1,-0.99,0
504,A549_LUNG,CCND1,CDK2,CCND1;CDK2,-0.54,0
505,A549_LUNG,CCND1,SKP1,CCND1;SKP1,-0.15,0
506,A549_LUNG,CCND1,ERBB2,CCND1;ERBB2,-0.95,0
507,A549_LUNG,CCND1,MYC,CCND1;MYC,-1.26,0
508,A549_LUNG,CCND1,BRCA1,CCND1;BRCA1,0.01,0
509,A549_LUNG,CCND1,CCND3,CCND1;CCND3,0.27,0
510,A549_LUNG,CCND1,CDKN1A,CCND1;CDKN1A,-0.17,0
511,A549_LUNG,CCND1,JUN,CCND1;JUN,-1.34,0
512,A549_LUNG,CCND1,STAT3,CCND1;STAT3,-1.43,0
513,A549_LUNG,CCND1,SRC,CCND1;SRC,-2.7,0
514,A549_LUNG,CCND1,ELAVL1,CCND1;ELAVL1,-0.15,0
515,A549_LUNG,CCND1,CREB1,CCND1;CREB1,-2.67,0
516,A549_LUNG,CCND1,CDC25A,CCND1;CDC25A,-0.16,0
517,A549_LUNG,CCND1,HIF1A,CCND1;HIF1A,0.29,0
518,A549_LUNG,CCND1,PCNA,CCND1;PCNA,-0.28,0
519,A549_LUNG,MTF2,SUZ12,MTF2;SUZ12,-0.07,0
520,A549_LUNG,MTF2,EZH2,MTF2;EZH2,-0.57,0
521,A549_LUNG,AXIN1,PPP2R5A,AXIN1;PPP2R5A,-1.1,0
522,A549_LUNG,AXIN1,CSNK1A1,AXIN1;CSNK1A1,-1.33,0
523,A549_LUNG,AXIN1,CSNK1E,AXIN1;CSNK1E,-0.95,0
524,A549_LUNG,CSNK1E,BHLHE40,CSNK1E;BHLHE40,-0.39,0
525,A549_LUNG,CSNK1E,PLK1,CSNK1E;PLK1,-0.33,0
526,A549_LUNG,CSNK1E,FOXO3,CSNK1E;FOXO3,-0.08,0
527,A549_LUNG,SMAD3,STUB1,SMAD3;STUB1,-0.38,0
528,A549_LUNG,SMAD3,SKP1,SMAD3;SKP1,-0.25,0
529,A549_LUNG,SMAD3,STAT3,SMAD3;STAT3,-1.51,0
530,A549_LUNG,SMAD3,MYC,SMAD3;MYC,-1.43,0
531,A549_LUNG,SMAD3,BRCA1,SMAD3;BRCA1,-0.03,0
532,A549_LUNG,SMAD3,CDKN1A,SMAD3;CDKN1A,-0.33,0
533,A549_LUNG,SMAD3,JUN,SMAD3;JUN,-1.52,0
534,A549_LUNG,SMAD3,CREB1,SMAD3;CREB1,-2.84,0
535,A549_LUNG,SMAD3,HIF1A,SMAD3;HIF1A,0.24,0
536,A549_LUNG,SMAD3,FOXO3,SMAD3;FOXO3,-1.07,0
537,A549_LUNG,SMAD3,MAPK9,SMAD3;MAPK9,-2.58,0
538,A549_LUNG,MKNK1,EIF4G1,MKNK1;EIF4G1,-1.67,0
539,A549_LUNG,POLR1C,TBP,POLR1C;TBP,-0.87,0
540,A549_LUNG,POLR1C,RRS1,POLR1C;RRS1,-0.81,0
541,A549_LUNG,POLR1C,POLR2K,POLR1C;POLR2K,-0.67,0
542,A549_LUNG,POLR1C,MRPS2,POLR1C;MRPS2,0.02,0
543,A549_LUNG,POLR1C,RPS5,POLR1C;RPS5,-0.62,0
544,A549_LUNG,PARP2,CASP7,PARP2;CASP7,0.32,0
545,A549_LUNG,RAD9A,RPA1,RAD9A;RPA1,-0.13,0
546,A549_LUNG,RAD9A,TOPBP1,RAD9A;TOPBP1,0.1,0
547,A549_LUNG,RAD9A,TP53BP1,RAD9A;TP53BP1,-0.34,0
548,A549_LUNG,RAD9A,RFC5,RAD9A;RFC5,-0.26,0
549,A549_LUNG,RAD9A,BRCA1,RAD9A;BRCA1,-0.71,0
550,A549_LUNG,RAD9A,CHEK1,RAD9A;CHEK1,-0.57,0
551,A549_LUNG,BECN1,PIK3C3,BECN1;PIK3C3,-0.0,0
552,A549_LUNG,BECN1,ERBB2,BECN1;ERBB2,0.14,0
553,A549_LUNG,BECN1,ATG3,BECN1;ATG3,0.21,0
554,A549_LUNG,BECN1,SQSTM1,BECN1;SQSTM1,-0.24,0
555,A549_LUNG,BECN1,BIRC2,BECN1;BIRC2,0.04,0
556,A549_LUNG,BECN1,ABL1,BECN1;ABL1,0.13,0
557,A549_LUNG,BECN1,BNIP3L,BECN1;BNIP3L,-0.02,0
558,A549_LUNG,HIF1A,XBP1,HIF1A;XBP1,0.03,0
559,A549_LUNG,HIF1A,STAT3,HIF1A;STAT3,0.23,0
560,A549_LUNG,HIF1A,FOXO3,HIF1A;FOXO3,0.33,0
561,A549_LUNG,HIF1A,JUN,HIF1A;JUN,0.3,0
562,A549_LUNG,HIF1A,SRC,HIF1A;SRC,0.16,0
563,A549_LUNG,HIF1A,HSPA8,HIF1A;HSPA8,-0.03,0
564,A549_LUNG,HIF1A,MYC,HIF1A;MYC,0.22,0
565,A549_LUNG,ITGB5,PXN,ITGB5;PXN,0.37,0
566,A549_LUNG,ITGB5,SRC,ITGB5;SRC,0.23,0
567,A549_LUNG,ALDOA,PFKL,ALDOA;PFKL,0.46,0
568,A549_LUNG,ALDOA,PGAM1,ALDOA;PGAM1,0.4,0
569,A549_LUNG,ALDOA,GAPDH,ALDOA;GAPDH,0.17,0
570,A549_LUNG,ALDOA,DERA,ALDOA;DERA,0.51,0
571,A549_LUNG,ALDOA,HK1,ALDOA;HK1,0.27,0
572,A549_LUNG,GFPT1,XBP1,GFPT1;XBP1,-0.74,0
573,A549_LUNG,GFPT1,GNPDA1,GFPT1;GNPDA1,0.35,0
574,A549_LUNG,GFPT1,HK1,GFPT1;HK1,-1.3,0
575,A549_LUNG,SMC4,CCNB1,SMC4;CCNB1,0.16,0
576,A549_LUNG,SMC4,CENPE,SMC4;CENPE,0.3,0
577,A549_LUNG,SMC4,CCNB2,SMC4;CCNB2,0.23,0
578,A549_LUNG,SMC4,AURKB,SMC4;AURKB,0.27,0
579,A549_LUNG,SMC4,NCAPD2,SMC4;NCAPD2,0.08,0
580,A549_LUNG,SMC4,NUSAP1,SMC4;NUSAP1,0.28,0
581,A549_LUNG,SMC4,CDK1,SMC4;CDK1,0.16,0
582,A549_LUNG,HDAC2,ARID4B,HDAC2;ARID4B,0.28,0
583,A549_LUNG,HDAC2,STAT3,HDAC2;STAT3,0.02,0
584,A549_LUNG,HDAC2,DAXX,HDAC2;DAXX,0.25,0
585,A549_LUNG,HDAC2,RB1,HDAC2;RB1,0.11,0
586,A549_LUNG,HDAC2,SUZ12,HDAC2;SUZ12,0.37,0
587,A549_LUNG,HDAC2,EZH2,HDAC2;EZH2,0.31,0
588,A549_LUNG,HDAC2,HMG20B,HDAC2;HMG20B,0.1,0
589,A549_LUNG,HDAC2,SUV39H1,HDAC2;SUV39H1,0.32,0
590,A549_LUNG,HDAC2,DNMT1,HDAC2;DNMT1,0.19,0
591,A549_LUNG,HDAC2,KDM5A,HDAC2;KDM5A,0.34,0
592,A549_LUNG,HDAC2,BRCA1,HDAC2;BRCA1,0.02,0
593,A549_LUNG,IQGAP1,CDC42,IQGAP1;CDC42,0.18,0
594,A549_LUNG,IQGAP1,RHOA,IQGAP1;RHOA,0.13,0
595,A549_LUNG,IQGAP1,SRC,IQGAP1;SRC,0.2,0
596,A549_LUNG,CTNND1,ERBB2,CTNND1;ERBB2,0.18,0
597,A549_LUNG,CTNND1,TJP1,CTNND1;TJP1,0.31,0
598,A549_LUNG,CTNND1,CTTN,CTNND1;CTTN,0.25,0
599,A549_LUNG,CTNND1,CDC42,CTNND1;CDC42,0.15,0
600,A549_LUNG,CTNND1,RHOA,CTNND1;RHOA,0.03,0
601,A549_LUNG,POLG2,SLC25A4,POLG2;SLC25A4,-1.52,0
602,A549_LUNG,PPP2R5A,LPGAT1,PPP2R5A;LPGAT1,0.16,0
603,A549_LUNG,PPP2R5A,PPP2R5E,PPP2R5A;PPP2R5E,0.16,0
604,A549_LUNG,PPP2R5A,CDC20,PPP2R5A;CDC20,-0.74,0
605,A549_LUNG,HSPD1,HSPA8,HSPD1;HSPA8,0.24,0
606,A549_LUNG,CDC25B,CDK1,CDC25B;CDK1,0.24,0
607,A549_LUNG,CDC25B,CDK2,CDC25B;CDK2,0.31,0
608,A549_LUNG,CDC25B,CCNA2,CDC25B;CCNA2,0.23,0
609,A549_LUNG,CDC25B,CCNB1,CDC25B;CCNB1,0.24,0
610,A549_LUNG,CDC25B,CHEK1,CDC25B;CHEK1,0.21,0
611,A549_LUNG,CDC25B,PLK1,CDC25B;PLK1,0.21,0
612,A549_LUNG,CDC25B,CDC25A,CDC25B;CDC25A,0.4,0
613,A549_LUNG,RSU1,ILK,RSU1;ILK,0.42,0
614,A549_LUNG,CASP7,CYCS,CASP7;CYCS,-0.61,0
615,A549_LUNG,CASP7,BIRC2,CASP7;BIRC2,-0.13,0
616,A549_LUNG,EDEM1,XBP1,EDEM1;XBP1,-0.48,0
617,A549_LUNG,EDEM1,ATF6,EDEM1;ATF6,0.23,0
618,A549_LUNG,EIF4EBP1,EIF4G1,EIF4EBP1;EIF4G1,-0.01,0
619,A549_LUNG,EIF4EBP1,RPS6,EIF4EBP1;RPS6,0.05,0
620,A549_LUNG,GADD45B,CDK1,GADD45B;CDK1,0.04,0
621,A549_LUNG,GADD45B,MAP3K4,GADD45B;MAP3K4,0.42,0
622,A549_LUNG,GADD45B,CCNB2,GADD45B;CCNB2,0.03,0
623,A549_LUNG,GADD45B,CCNB1,GADD45B;CCNB1,0.04,0
624,A549_LUNG,GADD45B,PCNA,GADD45B;PCNA,-0.07,0
625,A549_LUNG,ORC1,CDK2,ORC1;CDK2,-0.79,0
626,A549_LUNG,ORC1,CDK1,ORC1;CDK1,-0.98,0
627,A549_LUNG,ORC1,CCNA2,ORC1;CCNA2,-0.92,0
628,A549_LUNG,ORC1,CHEK1,ORC1;CHEK1,-0.77,0
629,A549_LUNG,ORC1,CDC45,ORC1;CDC45,-0.63,0
630,A549_LUNG,CFLAR,TICAM1,CFLAR;TICAM1,0.34,0
631,A549_LUNG,CFLAR,ATG3,CFLAR;ATG3,0.18,0
632,A549_LUNG,CFLAR,BIRC2,CFLAR;BIRC2,0.12,0
633,A549_LUNG,CDC25A,SKP1,CDC25A;SKP1,-1.17,0
634,A549_LUNG,CDC25A,CCNB1,CDC25A;CCNB1,-0.93,0
635,A549_LUNG,CDC25A,CDK2,CDC25A;CDK2,-0.39,0
636,A549_LUNG,CDC25A,CCNB2,CDC25A;CCNB2,-1.26,0
637,A549_LUNG,CDC25A,PLK1,CDC25A;PLK1,-1.19,0
638,A549_LUNG,CDC25A,CCNA2,CDC25A;CCNA2,-0.87,0
639,A549_LUNG,CDC25A,CDK1,CDC25A;CDK1,-0.97,0
640,A549_LUNG,CDC25A,CDC45,CDC25A;CDC45,-1.38,0
641,A549_LUNG,CDC25A,MYC,CDC25A;MYC,-1.01,0
642,A549_LUNG,CDC25A,CHEK1,CDC25A;CHEK1,-1.16,0
643,A549_LUNG,CDC25A,CCND3,CDC25A;CCND3,-0.16,0
644,A549_LUNG,CDC25A,BRCA1,CDC25A;BRCA1,-0.78,0
645,A549_LUNG,SMARCD2,SMARCC1,SMARCD2;SMARCC1,0.31,0
646,A549_LUNG,SMARCD2,BCL7B,SMARCD2;BCL7B,0.77,0
647,A549_LUNG,UBE2A,STUB1,UBE2A;STUB1,0.24,0
648,A549_LUNG,SKP1,NFKBIA,SKP1;NFKBIA,0.18,0
649,A549_LUNG,SKP1,CDK2,SKP1;CDK2,-0.8,0
650,A549_LUNG,SKP1,NFKBIB,SKP1;NFKBIB,0.29,0
651,A549_LUNG,SKP1,FBXO11,SKP1;FBXO11,0.45,0
652,A549_LUNG,SKP1,CCNA2,SKP1;CCNA2,-1.2,0
653,A549_LUNG,SKP1,CDKN1A,SKP1;CDKN1A,-0.6,0
654,A549_LUNG,SKP1,MYC,SKP1;MYC,-0.58,0
655,A549_LUNG,SKP1,CCNF,SKP1;CCNF,-0.02,0
656,A549_LUNG,CHEK1,RPA1,CHEK1;RPA1,-0.0,0
657,A549_LUNG,CHEK1,CCNB1,CHEK1;CCNB1,-0.26,0
658,A549_LUNG,CHEK1,TOPBP1,CHEK1;TOPBP1,0.03,0
659,A549_LUNG,CHEK1,CDK2,CHEK1;CDK2,-0.24,0
660,A549_LUNG,CHEK1,MELK,CHEK1;MELK,-0.05,0
661,A549_LUNG,CHEK1,USP7,CHEK1;USP7,-0.46,0
662,A549_LUNG,CHEK1,RPA2,CHEK1;RPA2,0.08,0
663,A549_LUNG,CHEK1,TP53BP1,CHEK1;TP53BP1,0.1,0
664,A549_LUNG,CHEK1,CDK1,CHEK1;CDK1,-0.2,0
665,A549_LUNG,CHEK1,BRCA1,CHEK1;BRCA1,-0.14,0
666,A549_LUNG,CHEK1,CDC45,CHEK1;CDC45,0.09,0
667,A549_LUNG,CHEK1,CCNA2,CHEK1;CCNA2,-0.15,0
668,A549_LUNG,RFC5,RPA3,RFC5;RPA3,0.4,0
669,A549_LUNG,RFC5,RPA1,RFC5;RPA1,0.3,0
670,A549_LUNG,RFC5,PCNA,RFC5;PCNA,-0.11,0
671,A549_LUNG,EZH2,STAT3,EZH2;STAT3,-0.12,0
672,A549_LUNG,EZH2,RB1,EZH2;RB1,-0.02,0
673,A549_LUNG,EZH2,SUZ12,EZH2;SUZ12,0.05,0
674,A549_LUNG,EZH2,MYC,EZH2;MYC,-0.32,0
675,A549_LUNG,EZH2,BRCA1,EZH2;BRCA1,-0.2,0
676,A549_LUNG,EZH2,SUV39H1,EZH2;SUV39H1,0.02,0
677,A549_LUNG,EZH2,JUN,EZH2;JUN,-0.22,0
678,A549_LUNG,EZH2,DNMT1,EZH2;DNMT1,-0.03,0
679,A549_LUNG,EZH2,CDK1,EZH2;CDK1,-0.44,0
680,A549_LUNG,EZH2,USP7,EZH2;USP7,-0.16,0
681,A549_LUNG,RPS5,EIF5,RPS5;EIF5,0.5,0
682,A549_LUNG,RPS5,RPS6,RPS5;RPS6,0.09,0
683,A549_LUNG,RPS5,UTP14A,RPS5;UTP14A,0.21,0
684,A549_LUNG,RPS5,DNTTIP2,RPS5;DNTTIP2,0.32,0
685,A549_LUNG,RPS5,EIF4G1,RPS5;EIF4G1,0.25,0
686,A549_LUNG,RAD51C,BRCA1,RAD51C;BRCA1,0.12,0
687,A549_LUNG,DAXX,HSPB1,DAXX;HSPB1,-0.7,0
688,A549_LUNG,DAXX,DNMT1,DAXX;DNMT1,-0.05,0
689,A549_LUNG,DAXX,MAPK9,DAXX;MAPK9,-0.41,0
690,A549_LUNG,DAXX,USP7,DAXX;USP7,-0.11,0
691,A549_LUNG,MALT1,NFKBIA,MALT1;NFKBIA,-0.0,0
692,A549_LUNG,MALT1,MAPK9,MALT1;MAPK9,-0.65,0
693,A549_LUNG,MALT1,IKBKB,MALT1;IKBKB,-0.29,0
694,A549_LUNG,ATF5,ATF6,ATF5;ATF6,0.39,0
695,A549_LUNG,SCP2,CAT,SCP2;CAT,0.33,0
696,A549_LUNG,SCP2,ACAA1,SCP2;ACAA1,-0.13,0
697,A549_LUNG,SCP2,HADH,SCP2;HADH,0.28,0
698,A549_LUNG,NFKBIA,CSNK2A2,NFKBIA;CSNK2A2,0.22,0
699,A549_LUNG,NFKBIA,NFKBIB,NFKBIA;NFKBIB,0.25,0
700,A549_LUNG,NFKBIA,NFKB2,NFKBIA;NFKB2,0.12,0
701,A549_LUNG,NFKBIA,STAT1,NFKBIA;STAT1,0.05,0
702,A549_LUNG,NFKBIA,IKBKB,NFKBIA;IKBKB,-0.18,0
703,A549_LUNG,NFKBIA,JUN,NFKBIA;JUN,0.03,0
704,A549_LUNG,SLC25A4,CYCS,SLC25A4;CYCS,-2.43,0
705,A549_LUNG,EBNA1BP2,CEBPZ,EBNA1BP2;CEBPZ,0.27,0
706,A549_LUNG,EBNA1BP2,GRWD1,EBNA1BP2;GRWD1,0.48,0
707,A549_LUNG,EBNA1BP2,DDX10,EBNA1BP2;DDX10,0.26,0
708,A549_LUNG,EBNA1BP2,RRS1,EBNA1BP2;RRS1,0.28,0
709,A549_LUNG,EBNA1BP2,RRP1B,EBNA1BP2;RRP1B,0.4,0
710,A549_LUNG,EBNA1BP2,RBM34,EBNA1BP2;RBM34,0.36,0
711,A549_LUNG,EBNA1BP2,PWP1,EBNA1BP2;PWP1,0.41,0
712,A549_LUNG,CTTN,PXN,CTTN;PXN,0.27,0
713,A549_LUNG,CTTN,TJP1,CTTN;TJP1,0.29,0
714,A549_LUNG,CTTN,SRC,CTTN;SRC,0.22,0
715,A549_LUNG,CTTN,NCK1,CTTN;NCK1,0.3,0
