,Patient,Gene1,Gene2,Edge,Curvature,Response
4244,K029AX_SKIN,PIK3R5,PIK3CB,PIK3R5;PIK3CB,0.0,0
4245,K029AX_SKIN,PIK3R5,PIK3CG,PIK3R5;PIK3CG,0.0,0
4246,K029AX_SKIN,PIK3CB,PIK3CA,PIK3CB;PIK3CA,0.0,0
4247,K029AX_SKIN,PIK3CB,ERBB3,PIK3CB;ERBB3,0.44652304395375375,0
4248,K029AX_SKIN,PIK3CB,PDPK1,PIK3CB;PDPK1,0.0,0
4249,K029AX_SKIN,PIK3CB,PIK3CD,PIK3CB;PIK3CD,0.0,0
4250,K029AX_SKIN,PIK3CB,PIK3CG,PIK3CB;PIK3CG,0.0,0
4251,K029AX_SKIN,PIK3CD,RRAS2,PIK3CD;RRAS2,0.0,0
4252,K029AX_SKIN,PIK3CD,PIK3CA,PIK3CD;PIK3CA,0.0,0
4253,K029AX_SKIN,PIK3CD,ERBB3,PIK3CD;ERBB3,0.4158469595234018,0
4254,K029AX_SKIN,PIK3CD,PIK3CG,PIK3CD;PIK3CG,0.0,0
4255,K029AX_SKIN,PIK3CA,RRAS2,PIK3CA;RRAS2,0.0,0
4256,K029AX_SKIN,PIK3CA,PDPK1,PIK3CA;PDPK1,0.0,0
4257,K029AX_SKIN,PIK3CA,PIK3CG,PIK3CA;PIK3CG,0.0,0
4258,K029AX_SKIN,PIK3CA,ERBB3,PIK3CA;ERBB3,0.43506200575796194,0
4259,K029AX_SKIN,PIK3CG,RRAS2,PIK3CG;RRAS2,0.0,0
4260,K029AX_SKIN,PIK3CG,PPP1R12C,PIK3CG;PPP1R12C,0.0,0
4261,K029AX_SKIN,PIK3CG,PDPK1,PIK3CG;PDPK1,0.0,0
4262,K029AX_SKIN,PIK3CG,IMMT,PIK3CG;IMMT,0.0,0
4263,K029AX_SKIN,PIK3CG,PIK3R6,PIK3CG;PIK3R6,0.0,0
4264,K029AX_SKIN,ERBB3,SHC3,ERBB3;SHC3,0.37590477608688855,0
4265,K029AX_SKIN,MLX,MLXIPL,MLX;MLXIPL,0.5634942105606571,0
4266,K029AX_SKIN,MLX,MLXIP,MLX;MLXIP,0.9812167907518508,0
4267,K029AX_SKIN,MLXIPL,MLXIP,MLXIPL;MLXIP,0.47441038953307046,0
4268,K029AX_SKIN,KCNQ4,KCNE4,KCNQ4;KCNE4,0.0,0
4269,K029AX_SKIN,KCNQ4,KCNQ3,KCNQ4;KCNQ3,0.0,0
4270,K029AX_SKIN,MASP2,FCN2,MASP2;FCN2,0.0,0
4271,K029AX_SKIN,MASP2,COLEC10,MASP2;COLEC10,0.0,0
4272,K029AX_SKIN,MASP2,COLEC11,MASP2;COLEC11,0.0,0
4273,K029AX_SKIN,FCN2,COLEC10,FCN2;COLEC10,0.0,0
4274,K029AX_SKIN,COLEC10,COLEC11,COLEC10;COLEC11,0.0,0
4275,LOXIMVI_SKIN,LYN,SRC,LYN;SRC,0.0,0
4276,LOXIMVI_SKIN,LYN,PIK3CD,LYN;PIK3CD,0.0,0
4277,LOXIMVI_SKIN,LYN,PIK3CG,LYN;PIK3CG,0.0,0
4278,LOXIMVI_SKIN,LYN,PIK3R1,LYN;PIK3R1,0.0,0
4279,LOXIMVI_SKIN,LYN,PIK3CB,LYN;PIK3CB,0.0,0
4280,LOXIMVI_SKIN,GRB2,ERBB3,GRB2;ERBB3,0.0024215715251262315,0
4281,LOXIMVI_SKIN,GRB2,ERBB2,GRB2;ERBB2,-0.14601338269296837,0
4282,LOXIMVI_SKIN,GRB2,EGFR,GRB2;EGFR,0.22292123571665723,0
4283,LOXIMVI_SKIN,GRB2,NTRK2,GRB2;NTRK2,0.0,0
4284,LOXIMVI_SKIN,GRB2,SRC,GRB2;SRC,-1.3780032702606726,0
4285,LOXIMVI_SKIN,GRB2,SHC3,GRB2;SHC3,0.0,0
4286,LOXIMVI_SKIN,GRB2,PIK3R1,GRB2;PIK3R1,0.0,0
4287,LOXIMVI_SKIN,GRB2,NTRK1,GRB2;NTRK1,0.0,0
4288,LOXIMVI_SKIN,GRB2,SOS1,GRB2;SOS1,0.3266442679926411,0
4289,LOXIMVI_SKIN,SRC,PIK3R2,SRC;PIK3R2,0.0,0
4290,LOXIMVI_SKIN,SRC,KRAS,SRC;KRAS,-0.9921017400540386,0
4291,LOXIMVI_SKIN,SRC,PIK3R3,SRC;PIK3R3,0.0,0
4292,LOXIMVI_SKIN,SRC,PIK3CA,SRC;PIK3CA,0.0,0
4293,LOXIMVI_SKIN,SRC,ERBB3,SRC;ERBB3,-0.7338660893198634,0
4294,LOXIMVI_SKIN,SRC,ERBB2,SRC;ERBB2,0.0,0
4295,LOXIMVI_SKIN,SRC,EGFR,SRC;EGFR,0.3116590671026792,0
4296,LOXIMVI_SKIN,SRC,NRAS,SRC;NRAS,-0.3308935925242624,0
4297,LOXIMVI_SKIN,SRC,PIK3CD,SRC;PIK3CD,0.0,0
4298,LOXIMVI_SKIN,SRC,SOS1,SRC;SOS1,0.3236797753687849,0
4299,LOXIMVI_SKIN,SRC,SHC3,SRC;SHC3,0.0,0
4300,LOXIMVI_SKIN,SRC,PIK3CG,SRC;PIK3CG,0.0,0
4301,LOXIMVI_SKIN,SRC,HRAS,SRC;HRAS,-0.027606308257969392,0
4302,LOXIMVI_SKIN,SRC,PIK3CB,SRC;PIK3CB,0.0,0
4303,LOXIMVI_SKIN,SRC,AKT1,SRC;AKT1,0.28586064651464915,0
4304,LOXIMVI_SKIN,SRC,PIK3R1,SRC;PIK3R1,0.0,0
4305,LOXIMVI_SKIN,ERBB2,PIK3R2,ERBB2;PIK3R2,-1.0932759164405716,0
4306,LOXIMVI_SKIN,ERBB2,KRAS,ERBB2;KRAS,-1.7171179329596828,0
4307,LOXIMVI_SKIN,ERBB2,PIK3R3,ERBB2;PIK3R3,0.0,0
4308,LOXIMVI_SKIN,ERBB2,PIK3CA,ERBB2;PIK3CA,0.0,0
4309,LOXIMVI_SKIN,ERBB2,ERBB3,ERBB2;ERBB3,0.0,0
4310,LOXIMVI_SKIN,ERBB2,EGFR,ERBB2;EGFR,0.03187153416377064,0
4311,LOXIMVI_SKIN,ERBB2,PIK3R1,ERBB2;PIK3R1,0.0,0
4312,LOXIMVI_SKIN,ERBB2,SHC3,ERBB2;SHC3,-0.4028700319701155,0
4313,LOXIMVI_SKIN,ERBB2,PIK3CB,ERBB2;PIK3CB,0.0,0
4314,LOXIMVI_SKIN,EGFR,PIK3R2,EGFR;PIK3R2,-0.2727990519013368,0
4315,LOXIMVI_SKIN,EGFR,KRAS,EGFR;KRAS,-0.37036797271338373,0
4316,LOXIMVI_SKIN,EGFR,PIK3R3,EGFR;PIK3R3,-0.3006221923404291,0
4317,LOXIMVI_SKIN,EGFR,PIK3CA,EGFR;PIK3CA,-0.20340902947675987,0
4318,LOXIMVI_SKIN,EGFR,ERBB3,EGFR;ERBB3,0.08118687706583849,0
4319,LOXIMVI_SKIN,EGFR,NRAS,EGFR;NRAS,0.0050998262334642774,0
4320,LOXIMVI_SKIN,EGFR,PIK3R1,EGFR;PIK3R1,0.015009655851243475,0
4321,LOXIMVI_SKIN,EGFR,SHC3,EGFR;SHC3,0.16552843525603833,0
4322,LOXIMVI_SKIN,EGFR,SOS1,EGFR;SOS1,0.4439472395796895,0
4323,LOXIMVI_SKIN,EGFR,HRAS,EGFR;HRAS,0.18731837562472975,0
4324,LOXIMVI_SKIN,EGFR,PIK3CB,EGFR;PIK3CB,-0.09068267784348794,0
4325,LOXIMVI_SKIN,CALM2,KCNQ4,CALM2;KCNQ4,0.387763441760016,0
4326,LOXIMVI_SKIN,CALM2,CALM3,CALM2;CALM3,-3.556776393399182,0
4327,LOXIMVI_SKIN,KCNQ5,KCNQ4,KCNQ5;KCNQ4,0.0,0
4328,LOXIMVI_SKIN,KCNQ5,KCNQ3,KCNQ5;KCNQ3,0.0,0
4329,LOXIMVI_SKIN,CALM3,KRAS,CALM3;KRAS,0.3082581095319258,0
4330,LOXIMVI_SKIN,CALM3,KCNQ4,CALM3;KCNQ4,-8.489074616985265,0
4331,LOXIMVI_SKIN,CALM3,HRAS,CALM3;HRAS,0.39626901326309005,0
4332,LOXIMVI_SKIN,CALM3,KCNQ3,CALM3;KCNQ3,-6.880763656744253,0
4333,LOXIMVI_SKIN,CALM3,NRAS,CALM3;NRAS,0.3923341696913072,0
4334,LOXIMVI_SKIN,NTRK1,PIK3CA,NTRK1;PIK3CA,0.0,0
4335,LOXIMVI_SKIN,NTRK1,NTRK2,NTRK1;NTRK2,0.0,0
4336,LOXIMVI_SKIN,NTRK1,SHC3,NTRK1;SHC3,0.0,0
4337,LOXIMVI_SKIN,NTRK1,PIK3R1,NTRK1;PIK3R1,0.0,0
4338,LOXIMVI_SKIN,NTRK2,SHC3,NTRK2;SHC3,0.0,0
4339,LOXIMVI_SKIN,AKT1,PIK3R2,AKT1;PIK3R2,0.5169467704716835,0
4340,LOXIMVI_SKIN,AKT1,PIK3R3,AKT1;PIK3R3,0.48067374955113495,0
4341,LOXIMVI_SKIN,AKT1,PIK3CA,AKT1;PIK3CA,0.31197883530775816,0
4342,LOXIMVI_SKIN,AKT1,PDPK1,AKT1;PDPK1,0.549872873876204,0
4343,LOXIMVI_SKIN,AKT1,PIK3CD,AKT1;PIK3CD,0.2985714588795213,0
4344,LOXIMVI_SKIN,AKT1,AKT2,AKT1;AKT2,0.5782728716952135,0
4345,LOXIMVI_SKIN,AKT1,PIK3CG,AKT1;PIK3CG,0.25674820892381955,0
4346,LOXIMVI_SKIN,AKT1,PIK3R1,AKT1;PIK3R1,0.39532119463957993,0
4347,LOXIMVI_SKIN,AKT1,AKT3,AKT1;AKT3,0.5555348680769477,0
4348,LOXIMVI_SKIN,AKT1,PIK3CB,AKT1;PIK3CB,0.4400420737457813,0
4349,LOXIMVI_SKIN,NRAS,PIK3CA,NRAS;PIK3CA,-0.5452586076007644,0
4350,LOXIMVI_SKIN,NRAS,PIK3R1,NRAS;PIK3R1,-0.4622979716211153,0
4351,LOXIMVI_SKIN,NRAS,SOS1,NRAS;SOS1,0.15531291078707787,0
4352,LOXIMVI_SKIN,NRAS,PIK3CG,NRAS;PIK3CG,-0.6783318279531025,0
4353,LOXIMVI_SKIN,NRAS,PIK3CD,NRAS;PIK3CD,-0.5819687068475665,0
4354,LOXIMVI_SKIN,KRAS,PIK3R3,KRAS;PIK3R3,-1.6524307266278027,0
4355,LOXIMVI_SKIN,KRAS,PIK3CG,KRAS;PIK3CG,-1.929997434307511,0
4356,LOXIMVI_SKIN,KRAS,PIK3CD,KRAS;PIK3CD,-1.5684353995062086,0
4357,LOXIMVI_SKIN,KRAS,HRAS,KRAS;HRAS,0.5309963434972129,0
4358,LOXIMVI_SKIN,KRAS,PIK3R1,KRAS;PIK3R1,-1.3286121545750578,0
4359,LOXIMVI_SKIN,KRAS,SOS1,KRAS;SOS1,0.11191322282351857,0
4360,LOXIMVI_SKIN,KRAS,PIK3CA,KRAS;PIK3CA,-1.54120321633517,0
4361,LOXIMVI_SKIN,KRAS,PIK3CB,KRAS;PIK3CB,-1.2414757551847933,0
4362,LOXIMVI_SKIN,HRAS,PIK3CA,HRAS;PIK3CA,-0.2092884581461003,0
4363,LOXIMVI_SKIN,HRAS,PIK3CD,HRAS;PIK3CD,-0.23238232321636088,0
4364,LOXIMVI_SKIN,HRAS,SOS1,HRAS;SOS1,0.2569751273527613,0
4365,LOXIMVI_SKIN,HRAS,PIK3CB,HRAS;PIK3CB,-0.11716887174473634,0
4366,LOXIMVI_SKIN,HRAS,PIK3CG,HRAS;PIK3CG,-0.30349853501898827,0
4367,LOXIMVI_SKIN,HRAS,PIK3R1,HRAS;PIK3R1,-0.1352147400759416,0
4368,LOXIMVI_SKIN,SOS1,RRAS,SOS1;RRAS,0.5396275130405582,0
4369,LOXIMVI_SKIN,SOS1,SHC3,SOS1;SHC3,0.30377611191004616,0
4370,LOXIMVI_SKIN,RRAS,PIK3CA,RRAS;PIK3CA,0.2199518187267695,0
4371,LOXIMVI_SKIN,RRAS,PIK3CG,RRAS;PIK3CG,0.1641552389177744,0
4372,LOXIMVI_SKIN,RRAS,PIK3CD,RRAS;PIK3CD,0.21848384005527577,0
4373,LOXIMVI_SKIN,AKT3,PIK3R2,AKT3;PIK3R2,0.47257980628451357,0
4374,LOXIMVI_SKIN,AKT3,PIK3R3,AKT3;PIK3R3,0.4178647465962315,0
4375,LOXIMVI_SKIN,AKT3,PIK3CA,AKT3;PIK3CA,0.1414192866305113,0
4376,LOXIMVI_SKIN,AKT3,PIK3CD,AKT3;PIK3CD,0.1653807085861102,0
4377,LOXIMVI_SKIN,AKT3,AKT2,AKT3;AKT2,0.5480652479513788,0
4378,LOXIMVI_SKIN,AKT3,PIK3CG,AKT3;PIK3CG,0.056993720090508404,0
4379,LOXIMVI_SKIN,AKT3,PIK3R1,AKT3;PIK3R1,0.2512901355239938,0
4380,LOXIMVI_SKIN,AKT3,PIK3CB,AKT3;PIK3CB,0.304009568121267,0
4381,LOXIMVI_SKIN,AKT2,PIK3R2,AKT2;PIK3R2,0.48018753428356553,0
4382,LOXIMVI_SKIN,AKT2,PIK3R3,AKT2;PIK3R3,0.436756742532453,0
4383,LOXIMVI_SKIN,AKT2,PIK3CA,AKT2;PIK3CA,0.24527506717164482,0
4384,LOXIMVI_SKIN,AKT2,PDPK1,AKT2;PDPK1,0.5264172421583648,0
4385,LOXIMVI_SKIN,AKT2,PIK3CD,AKT2;PIK3CD,0.22841146227536258,0
4386,LOXIMVI_SKIN,AKT2,PIK3R1,AKT2;PIK3R1,0.3397540911957724,0
4387,LOXIMVI_SKIN,AKT2,PIK3CB,AKT2;PIK3CB,0.3911704336023324,0
4388,LOXIMVI_SKIN,AKT2,PIK3CG,AKT2;PIK3CG,0.1780733756752192,0
4389,LOXIMVI_SKIN,PIK3R2,PIK3R3,PIK3R2;PIK3R3,0.0,0
4390,LOXIMVI_SKIN,PIK3R2,PIK3R1,PIK3R2;PIK3R1,0.0,0
4391,LOXIMVI_SKIN,PIK3R2,PIK3R5,PIK3R2;PIK3R5,0.0,0
4392,LOXIMVI_SKIN,PIK3R2,PIK3CB,PIK3R2;PIK3CB,0.0,0
4393,LOXIMVI_SKIN,PIK3R2,PIK3CD,PIK3R2;PIK3CD,0.0,0
4394,LOXIMVI_SKIN,PIK3R2,PIK3CA,PIK3R2;PIK3CA,0.0,0
4395,LOXIMVI_SKIN,PIK3R2,PIK3CG,PIK3R2;PIK3CG,0.0,0
4396,LOXIMVI_SKIN,PIK3R2,ERBB3,PIK3R2;ERBB3,-0.7243283022354849,0
4397,LOXIMVI_SKIN,PIK3R3,PIK3R5,PIK3R3;PIK3R5,0.0,0
4398,LOXIMVI_SKIN,PIK3R3,PIK3CA,PIK3R3;PIK3CA,0.0,0
4399,LOXIMVI_SKIN,PIK3R3,PIK3CG,PIK3R3;PIK3CG,0.0,0
4400,LOXIMVI_SKIN,PIK3R3,PIK3CD,PIK3R3;PIK3CD,0.0,0
4401,LOXIMVI_SKIN,PIK3R3,ERBB3,PIK3R3;ERBB3,0.0,0
4402,LOXIMVI_SKIN,PIK3R3,PIK3CB,PIK3R3;PIK3CB,0.0,0
4403,LOXIMVI_SKIN,PIK3R3,PIK3R6,PIK3R3;PIK3R6,0.0,0
4404,LOXIMVI_SKIN,PIK3R3,PIK3R1,PIK3R3;PIK3R1,0.0,0
4405,LOXIMVI_SKIN,PIK3R1,PIK3CA,PIK3R1;PIK3CA,0.0,0
4406,LOXIMVI_SKIN,PIK3R1,ERBB3,PIK3R1;ERBB3,-1.072195259754435,0
4407,LOXIMVI_SKIN,PIK3R1,PDPK1,PIK3R1;PDPK1,0.09543188487117038,0
4408,LOXIMVI_SKIN,PIK3R1,PIK3CD,PIK3R1;PIK3CD,0.0,0
4409,LOXIMVI_SKIN,PIK3R1,PIK3R5,PIK3R1;PIK3R5,0.0,0
4410,LOXIMVI_SKIN,PIK3R1,PIK3CG,PIK3R1;PIK3CG,0.0,0
4411,LOXIMVI_SKIN,PIK3R1,PIK3CB,PIK3R1;PIK3CB,0.0,0
4412,LOXIMVI_SKIN,PIK3R5,PIK3CA,PIK3R5;PIK3CA,0.0,0
4413,LOXIMVI_SKIN,PIK3R5,PIK3CD,PIK3R5;PIK3CD,0.0,0
4414,LOXIMVI_SKIN,PIK3R5,PIK3R6,PIK3R5;PIK3R6,0.0,0
4415,LOXIMVI_SKIN,PIK3R5,PIK3CB,PIK3R5;PIK3CB,0.0,0
4416,LOXIMVI_SKIN,PIK3R5,PIK3CG,PIK3R5;PIK3CG,0.0,0
4417,LOXIMVI_SKIN,PIK3CB,PIK3CA,PIK3CB;PIK3CA,0.0,0
4418,LOXIMVI_SKIN,PIK3CB,ERBB3,PIK3CB;ERBB3,-1.0562855865978937,0
4419,LOXIMVI_SKIN,PIK3CB,PDPK1,PIK3CB;PDPK1,0.15085180168689427,0
4420,LOXIMVI_SKIN,PIK3CB,PIK3CD,PIK3CB;PIK3CD,0.0,0
4421,LOXIMVI_SKIN,PIK3CB,PIK3CG,PIK3CB;PIK3CG,0.0,0
4422,LOXIMVI_SKIN,PIK3CD,RRAS2,PIK3CD;RRAS2,0.26750184076866623,0
4423,LOXIMVI_SKIN,PIK3CD,PIK3CA,PIK3CD;PIK3CA,0.0,0
4424,LOXIMVI_SKIN,PIK3CD,ERBB3,PIK3CD;ERBB3,-1.7366558529216216,0
4425,LOXIMVI_SKIN,PIK3CD,PIK3CG,PIK3CD;PIK3CG,0.0,0
4426,LOXIMVI_SKIN,PIK3CA,RRAS2,PIK3CA;RRAS2,0.26869403434505024,0
4427,LOXIMVI_SKIN,PIK3CA,PDPK1,PIK3CA;PDPK1,-0.024205524511590637,0
4428,LOXIMVI_SKIN,PIK3CA,PIK3CG,PIK3CA;PIK3CG,0.0,0
4429,LOXIMVI_SKIN,PIK3CA,ERBB3,PIK3CA;ERBB3,-1.5702680364413384,0
4430,LOXIMVI_SKIN,PIK3CG,RRAS2,PIK3CG;RRAS2,0.20930550539277903,0
4431,LOXIMVI_SKIN,PIK3CG,PPP1R12C,PIK3CG;PPP1R12C,0.16844300318546712,0
4432,LOXIMVI_SKIN,PIK3CG,PDPK1,PIK3CG;PDPK1,-0.12986099899585257,0
4433,LOXIMVI_SKIN,PIK3CG,IMMT,PIK3CG;IMMT,0.24872732502482975,0
4434,LOXIMVI_SKIN,PIK3CG,PIK3R6,PIK3CG;PIK3R6,0.0,0
4435,LOXIMVI_SKIN,ERBB3,SHC3,ERBB3;SHC3,-0.12352545215053556,0
4436,LOXIMVI_SKIN,MLX,MLXIPL,MLX;MLXIPL,0.0,0
4437,LOXIMVI_SKIN,MLX,MLXIP,MLX;MLXIP,0.0,0
4438,LOXIMVI_SKIN,MLXIPL,MLXIP,MLXIPL;MLXIP,0.0,0
4439,LOXIMVI_SKIN,KCNQ4,KCNE4,KCNQ4;KCNE4,0.0,0
4440,LOXIMVI_SKIN,KCNQ4,KCNQ3,KCNQ4;KCNQ3,0.0,0
4441,LOXIMVI_SKIN,MASP2,FCN2,MASP2;FCN2,0.0,0
4442,LOXIMVI_SKIN,MASP2,COLEC10,MASP2;COLEC10,0.0,0
4443,LOXIMVI_SKIN,MASP2,COLEC11,MASP2;COLEC11,0.0,0
4444,LOXIMVI_SKIN,FCN2,COLEC10,FCN2;COLEC10,0.0,0
4445,LOXIMVI_SKIN,COLEC10,COLEC11,COLEC10;COLEC11,0.0,0
4446,MALME3M_SKIN,LYN,SRC,LYN;SRC,0.0,1
4447,MALME3M_SKIN,LYN,PIK3CD,LYN;PIK3CD,0.0,1
4448,MALME3M_SKIN,LYN,PIK3CG,LYN;PIK3CG,0.0,1
4449,MALME3M_SKIN,LYN,PIK3R1,LYN;PIK3R1,0.0,1
4450,MALME3M_SKIN,LYN,PIK3CB,LYN;PIK3CB,0.0,1
4451,MALME3M_SKIN,GRB2,ERBB3,GRB2;ERBB3,0.5017427689418354,1
4452,MALME3M_SKIN,GRB2,ERBB2,GRB2;ERBB2,0.4178093522064191,1
4453,MALME3M_SKIN,GRB2,EGFR,GRB2;EGFR,0.0,1
4454,MALME3M_SKIN,GRB2,NTRK2,GRB2;NTRK2,0.0,1
4455,MALME3M_SKIN,GRB2,SRC,GRB2;SRC,0.2816847409782327,1
4456,MALME3M_SKIN,GRB2,SHC3,GRB2;SHC3,0.0,1
4457,MALME3M_SKIN,GRB2,PIK3R1,GRB2;PIK3R1,0.21698420144999098,1
4458,MALME3M_SKIN,GRB2,NTRK1,GRB2;NTRK1,0.0,1
4459,MALME3M_SKIN,GRB2,SOS1,GRB2;SOS1,0.0,1
4460,MALME3M_SKIN,SRC,PIK3R2,SRC;PIK3R2,0.0,1
4461,MALME3M_SKIN,SRC,KRAS,SRC;KRAS,0.0,1
4462,MALME3M_SKIN,SRC,PIK3R3,SRC;PIK3R3,0.0,1
4463,MALME3M_SKIN,SRC,PIK3CA,SRC;PIK3CA,0.0,1
4464,MALME3M_SKIN,SRC,ERBB3,SRC;ERBB3,0.4916839844988852,1
4465,MALME3M_SKIN,SRC,ERBB2,SRC;ERBB2,0.43650804721725334,1
4466,MALME3M_SKIN,SRC,EGFR,SRC;EGFR,0.0,1
4467,MALME3M_SKIN,SRC,NRAS,SRC;NRAS,0.0,1
4468,MALME3M_SKIN,SRC,PIK3CD,SRC;PIK3CD,0.0,1
4469,MALME3M_SKIN,SRC,SOS1,SRC;SOS1,0.0,1
4470,MALME3M_SKIN,SRC,SHC3,SRC;SHC3,0.0,1
4471,MALME3M_SKIN,SRC,PIK3CG,SRC;PIK3CG,0.0,1
4472,MALME3M_SKIN,SRC,HRAS,SRC;HRAS,0.0,1
4473,MALME3M_SKIN,SRC,PIK3CB,SRC;PIK3CB,0.0,1
4474,MALME3M_SKIN,SRC,AKT1,SRC;AKT1,0.0,1
4475,MALME3M_SKIN,SRC,PIK3R1,SRC;PIK3R1,0.0,1
4476,MALME3M_SKIN,ERBB2,PIK3R2,ERBB2;PIK3R2,0.39000311075195804,1
4477,MALME3M_SKIN,ERBB2,KRAS,ERBB2;KRAS,-1.7280422129842492,1
4478,MALME3M_SKIN,ERBB2,PIK3R3,ERBB2;PIK3R3,0.41778927797979526,1
4479,MALME3M_SKIN,ERBB2,PIK3CA,ERBB2;PIK3CA,0.3394075282229567,1
4480,MALME3M_SKIN,ERBB2,ERBB3,ERBB2;ERBB3,0.5563447427719489,1
4481,MALME3M_SKIN,ERBB2,EGFR,ERBB2;EGFR,0.0,1
4482,MALME3M_SKIN,ERBB2,PIK3R1,ERBB2;PIK3R1,0.3913763976751157,1
4483,MALME3M_SKIN,ERBB2,SHC3,ERBB2;SHC3,0.0,1
4484,MALME3M_SKIN,ERBB2,PIK3CB,ERBB2;PIK3CB,0.3944436002376128,1
4485,MALME3M_SKIN,EGFR,PIK3R2,EGFR;PIK3R2,0.0,1
4486,MALME3M_SKIN,EGFR,KRAS,EGFR;KRAS,0.0,1
4487,MALME3M_SKIN,EGFR,PIK3R3,EGFR;PIK3R3,0.0,1
4488,MALME3M_SKIN,EGFR,PIK3CA,EGFR;PIK3CA,0.0,1
4489,MALME3M_SKIN,EGFR,ERBB3,EGFR;ERBB3,0.0,1
4490,MALME3M_SKIN,EGFR,NRAS,EGFR;NRAS,0.0,1
4491,MALME3M_SKIN,EGFR,PIK3R1,EGFR;PIK3R1,0.0,1
4492,MALME3M_SKIN,EGFR,SHC3,EGFR;SHC3,0.0,1
4493,MALME3M_SKIN,EGFR,SOS1,EGFR;SOS1,0.0,1
4494,MALME3M_SKIN,EGFR,HRAS,EGFR;HRAS,0.0,1
4495,MALME3M_SKIN,EGFR,PIK3CB,EGFR;PIK3CB,0.0,1
4496,MALME3M_SKIN,CALM2,KCNQ4,CALM2;KCNQ4,0.6826808767883,1
4497,MALME3M_SKIN,CALM2,CALM3,CALM2;CALM3,-1.1025809608600334,1
4498,MALME3M_SKIN,KCNQ5,KCNQ4,KCNQ5;KCNQ4,0.0,1
4499,MALME3M_SKIN,KCNQ5,KCNQ3,KCNQ5;KCNQ3,0.0,1
4500,MALME3M_SKIN,CALM3,KRAS,CALM3;KRAS,0.32246757555403105,1
4501,MALME3M_SKIN,CALM3,KCNQ4,CALM3;KCNQ4,0.0,1
4502,MALME3M_SKIN,CALM3,HRAS,CALM3;HRAS,0.34905572399802587,1
4503,MALME3M_SKIN,CALM3,KCNQ3,CALM3;KCNQ3,0.0,1
4504,MALME3M_SKIN,CALM3,NRAS,CALM3;NRAS,0.3813573997843641,1
4505,MALME3M_SKIN,NTRK1,PIK3CA,NTRK1;PIK3CA,0.0,1
4506,MALME3M_SKIN,NTRK1,NTRK2,NTRK1;NTRK2,0.0,1
4507,MALME3M_SKIN,NTRK1,SHC3,NTRK1;SHC3,0.0,1
4508,MALME3M_SKIN,NTRK1,PIK3R1,NTRK1;PIK3R1,0.0,1
4509,MALME3M_SKIN,NTRK2,SHC3,NTRK2;SHC3,0.0,1
4510,MALME3M_SKIN,AKT1,PIK3R2,AKT1;PIK3R2,0.0,1
4511,MALME3M_SKIN,AKT1,PIK3R3,AKT1;PIK3R3,0.0,1
4512,MALME3M_SKIN,AKT1,PIK3CA,AKT1;PIK3CA,0.0,1
4513,MALME3M_SKIN,AKT1,PDPK1,AKT1;PDPK1,0.0,1
4514,MALME3M_SKIN,AKT1,PIK3CD,AKT1;PIK3CD,0.0,1
4515,MALME3M_SKIN,AKT1,AKT2,AKT1;AKT2,0.0,1
4516,MALME3M_SKIN,AKT1,PIK3CG,AKT1;PIK3CG,0.0,1
4517,MALME3M_SKIN,AKT1,PIK3R1,AKT1;PIK3R1,0.0,1
4518,MALME3M_SKIN,AKT1,AKT3,AKT1;AKT3,0.0,1
4519,MALME3M_SKIN,AKT1,PIK3CB,AKT1;PIK3CB,0.0,1
4520,MALME3M_SKIN,NRAS,PIK3CA,NRAS;PIK3CA,0.0,1
4521,MALME3M_SKIN,NRAS,PIK3R1,NRAS;PIK3R1,0.0,1
4522,MALME3M_SKIN,NRAS,SOS1,NRAS;SOS1,0.0,1
4523,MALME3M_SKIN,NRAS,PIK3CG,NRAS;PIK3CG,0.0,1
4524,MALME3M_SKIN,NRAS,PIK3CD,NRAS;PIK3CD,0.0,1
4525,MALME3M_SKIN,KRAS,PIK3R3,KRAS;PIK3R3,0.0,1
4526,MALME3M_SKIN,KRAS,PIK3CG,KRAS;PIK3CG,0.0,1
4527,MALME3M_SKIN,KRAS,PIK3CD,KRAS;PIK3CD,0.0,1
4528,MALME3M_SKIN,KRAS,HRAS,KRAS;HRAS,0.0,1
4529,MALME3M_SKIN,KRAS,PIK3R1,KRAS;PIK3R1,0.0,1
4530,MALME3M_SKIN,KRAS,SOS1,KRAS;SOS1,0.0,1
4531,MALME3M_SKIN,KRAS,PIK3CA,KRAS;PIK3CA,0.0,1
4532,MALME3M_SKIN,KRAS,PIK3CB,KRAS;PIK3CB,0.0,1
4533,MALME3M_SKIN,HRAS,PIK3CA,HRAS;PIK3CA,0.0,1
4534,MALME3M_SKIN,HRAS,PIK3CD,HRAS;PIK3CD,0.0,1
4535,MALME3M_SKIN,HRAS,SOS1,HRAS;SOS1,0.0,1
4536,MALME3M_SKIN,HRAS,PIK3CB,HRAS;PIK3CB,0.0,1
4537,MALME3M_SKIN,HRAS,PIK3CG,HRAS;PIK3CG,0.0,1
4538,MALME3M_SKIN,HRAS,PIK3R1,HRAS;PIK3R1,0.0,1
4539,MALME3M_SKIN,SOS1,RRAS,SOS1;RRAS,0.46251215568897674,1
4540,MALME3M_SKIN,SOS1,SHC3,SOS1;SHC3,0.0,1
4541,MALME3M_SKIN,RRAS,PIK3CA,RRAS;PIK3CA,0.0,1
