,Edge,U,pval,adj_pvals
0,KMT2A;MLLT1,401.0,0.7163249674223873,1.0
463,MSH2;MYC,433.5,0.3743600594087071,1.0
464,MSH2;BMPR1A,407.5,0.6394739194262705,1.0
465,MSH2;CHEK2,406.0,0.6558066002147699,1.0
466,MSH2;ATM,395.5,0.7829655060119451,1.0
467,MSH2;RAD21,420.5,0.49713813685548147,1.0
468,MSH2;BRIP1,463.5,0.1683711496972895,1.0
469,MSH2;SMC1A,439.0,0.32814138916723,1.0
470,MSH2;ATR,446.5,0.27229770641227913,1.0
471,MSH2;ERBB2,417.5,0.5289994906798106,1.0
472,MSH2;RAD51B,488.0,0.07668157848717892,1.0
473,MSH2;PMS1,448.0,0.25966872684353015,1.0
474,MSH2;KRAS,419.5,0.5076980400570921,1.0
475,MSH2;ERCC2,467.5,0.14939500499793118,1.0
476,MSH2;BRAF,446.5,0.2720841236305055,1.0
477,MSH2;AKT1,421.0,0.49245286862316584,1.0
478,MSH2;XPC,408.5,0.6265674876946964,1.0
479,MSH2;MUTYH,436.0,0.3509147498188362,1.0
480,MSH2;MAX,400.5,0.7223428050229977,1.0
481,MSH2;NBN,456.0,0.2083472124602359,1.0
482,MSH2;ERCC5,413.5,0.5705648640326391,1.0
483,MSH2;NRAS,478.0,0.10818888725431568,1.0
484,MSH2;PTEN,431.5,0.39162980433685857,1.0
485,MSH2;POLE,508.0,0.03478226184844356,1.0
486,MSH2;TOP1,419.0,0.5127583792317534,1.0
487,MSH2;WRN,451.0,0.23979499351333444,1.0
488,GOPC;CCDC6,319.5,0.3492753688721757,1.0
489,GOPC;TPM3,334.0,0.4828028458648943,1.0
490,NDRG1;HSP90AA1,454.5,0.2198908471270532,1.0
491,NDRG1;ATP1A1,462.5,0.17489063087666312,1.0
492,NDRG1;HIF1A,451.0,0.2418328348064216,1.0
493,NDRG1;MYC,456.0,0.2109164755404721,1.0
494,BCL3;BARD1,357.5,0.7468893556890956,1.0
495,BCL3;STAT3,360.0,0.7775790343899971,1.0
496,BCL3;JUN,357.0,0.7407619532408711,1.0
497,BCL3;CYLD,398.5,0.7467226625077833,1.0
498,BCL3;IKBKB,370.0,0.9036348180825372,1.0
499,BCL3;MYC,355.5,0.7225057723268089,1.0
500,BCL3;MYD88,410.0,0.6109402836056695,1.0
501,BCL3;AKT1,357.5,0.7468519634067112,1.0
502,BCL3;NFKBIE,372.5,0.9356872698078649,1.0
503,BCL3;NFKB2,394.5,0.7958368420860424,1.0
504,PAFAH1B2;CLTC,329.0,0.4337539203453773,1.0
505,B2M;MSH6,306.5,0.2510839662837906,1.0
506,B2M;PIK3CA,316.0,0.3201284898072131,1.0
507,B2M;SDHA,322.0,0.36903074165124083,1.0
508,B2M;RANBP2,299.5,0.20721402897786612,1.0
509,B2M;CALR,304.0,0.2345653864467966,1.0
510,B2M;ATR,313.5,0.3000209856842896,1.0
511,B2M;RPL5,312.5,0.29349032773788486,1.0
512,B2M;TFRC,301.5,0.21947350281319922,1.0
513,B2M;HLA-A,271.5,0.08670441117821236,1.0
514,B2M;NOTCH1,310.0,0.27506270220031903,1.0
515,LZTR1;KRAS,317.0,0.32872761447253307,1.0
516,LZTR1;CUL3,302.5,0.22548311146799893,1.0
517,LZTR1;SMARCB1,308.5,0.2654286927763281,1.0
518,LZTR1;NF1,317.0,0.32872088449972525,1.0
519,LZTR1;NRAS,340.0,0.5448648764135038,1.0
520,LZTR1;RAF1,299.0,0.20499212810328304,1.0
521,LZTR1;HRAS,321.5,0.36611054014203237,1.0
522,PBRM1;CCND1,369.5,0.8972478363200908,1.0
523,PBRM1;CDK4,402.0,0.7044315621666059,1.0
524,PBRM1;KMT2C,359.0,0.765165840738091,1.0
525,PBRM1;BRD4,367.0,0.8654224147133024,1.0
526,PBRM1;PIK3CA,378.0,1.0,1.0
527,PBRM1;RB1,349.0,0.645374265266456,1.0
528,PBRM1;BRD3,349.0,0.6454478079913786,1.0
529,PBRM1;EZH2,383.5,0.935649758884421,1.0
530,PBRM1;ARID1A,375.5,0.9742148743013195,1.0
531,PBRM1;SMARCE1,373.5,0.9485132801953404,1.0
532,PBRM1;SMARCB1,376.5,0.987113836467874,1.0
533,PBRM1;PTEN,371.5,0.9228454817449941,1.0
534,PBRM1;ATRX,395.5,0.7835739521530916,1.0
535,PBRM1;SMARCD1,361.0,0.7898649836968463,1.0
536,PBRM1;SS18,388.5,0.871724490505944,1.0
537,PBRM1;BAP1,348.5,0.6395998227195774,1.0
538,PBRM1;SETD2,383.0,0.9420591459436377,1.0
539,PBRM1;CHD4,340.0,0.5448312861477813,1.0
540,PBRM1;ARID1B,329.5,0.43816440581239824,1.0
541,PBRM1;NSD1,398.0,0.7529019716351124,1.0
542,PBRM1;BRAF,387.0,0.890904050215404,1.0
543,NBN;MSH6,422.0,0.4825898134410095,1.0
544,NBN;MDM2,368.0,0.8781322319957211,1.0
545,NBN;BRIP1,409.0,0.6219733735385384,1.0
546,NBN;BARD1,368.0,0.8779231445312502,1.0
547,NBN;PALB2,362.0,0.8020200316251135,1.0
548,NBN;POLQ,425.0,0.4527246574709535,1.0
549,NBN;WRN,396.5,0.7709520182474805,1.0
550,NBN;RAD51B,457.5,0.2021784297083804,1.0
551,NBN;SMC1A,347.0,0.6224294530946785,1.0
552,NBN;ATR,422.0,0.4826385294854454,1.0
553,NBN;CHEK2,383.0,0.9419970166399613,1.0
554,NBN;RAD17,375.5,0.9741636817989388,1.0
555,NBN;ATM,359.5,0.7712127815634348,1.0
556,NBN;ATRX,320.0,0.3529765155264257,1.0
557,NBN;BLM,365.5,0.8456390242085841,1.0
558,NBN;BRCA1,389.0,0.8653816085041836,1.0
559,NBN;FANCD2,399.0,0.7398676690503433,1.0
560,NBN;ERCC4,401.0,0.7158855363291324,1.0
561,NBN;FEN1,366.0,0.8523022501723609,1.0
562,NBN;BRCA2,381.0,0.9677739946579107,1.0
563,ATR;FANCE,390.5,0.846476091361863,1.0
564,ATR;MSH6,366.5,0.8590173791280231,1.0
565,ATR;CDK4,407.5,0.6398326298651269,1.0
566,ATR;BRIP1,422.5,0.4776388727682518,1.0
567,ATR;BARD1,407.0,0.6456131123286191,1.0
568,ATR;PMS2,413.5,0.5721874381654932,1.0
569,ATR;ATM,397.0,0.7652768001429038,1.0
570,ATR;XPC,389.0,0.8654613314998026,1.0
571,ATR;ERCC3,403.0,0.6925683527067609,1.0
572,ATR;FANCD2,420.5,0.49780320307512993,1.0
573,ATR;FANCC,416.0,0.5450438998185734,1.0
574,ATR;RAD21,400.0,0.728585779116639,1.0
575,ATR;WRN,403.0,0.6925764651714297,1.0
576,ATR;FEN1,407.0,0.645516712846129,1.0
577,ATR;ERCC4,405.5,0.6630163385449321,1.0
578,ATR;POLE,417.5,0.529045336085164,1.0
579,ATR;SMC1A,402.5,0.6985716056935937,1.0
580,ATR;FANCF,419.5,0.5082590176898395,1.0
581,ATR;XPA,401.5,0.7105295861581644,1.0
582,ATR;CDK12,393.0,0.814958009825574,1.0
583,ATR;BRCA2,407.5,0.6398326298651269,1.0
584,ATR;RAD17,406.0,0.6571445379563492,1.0
585,ATR;CHEK2,404.0,0.6806736911743646,1.0
586,ATR;FANCG,408.5,0.6283372997866483,1.0
587,ATR;CHD4,391.5,0.8338412798206756,1.0
588,ATR;BLM,414.0,0.5666625471725015,1.0
589,ATR;ATRX,382.5,0.9485332994790622,1.0
590,ATR;RECQL4,404.0,0.6806820819487811,1.0
591,ATR;FANCA,413.0,0.577641172511114,1.0
592,ATR;BRCA1,408.5,0.6282847611873836,1.0
593,ATR;RAD51B,420.5,0.49797652944824333,1.0
594,ATR;ERCC2,407.0,0.645420234820318,1.0
595,ATR;STAG1,408.0,0.6340597861762605,1.0
596,SUZ12;DDX5,288.5,0.15081208569799864,1.0
597,SUZ12;MDM2,319.0,0.3448278392176757,1.0
598,SUZ12;KMT2C,396.5,0.7710359322106406,1.0
599,SUZ12;EP300,417.0,0.5337538043082818,1.0
600,SUZ12;BRD4,376.5,0.9871086291928479,1.0
601,SUZ12;DAXX,301.0,0.2163339790013349,1.0
602,SUZ12;RB1,300.5,0.21358902213724162,1.0
603,SUZ12;PML,277.5,0.10620379266555058,1.0
604,SUZ12;NCOR1,389.5,0.8589610239638196,1.0
605,SUZ12;SETDB1,407.0,0.6450243126226327,1.0
606,SUZ12;RAD21,276.0,0.10113338585566364,1.0
607,SUZ12;KMT2D,410.5,0.6051653420964482,1.0
608,SUZ12;CHD4,271.5,0.08683623223781246,1.0
609,SUZ12;MYC,434.0,0.370079551056094,1.0
610,SUZ12;KDM5A,382.0,0.9548827998396758,1.0
611,SUZ12;EED,408.0,0.6334358966964045,1.0
612,SUZ12;ATRX,417.0,0.5335939446411953,1.0
613,SUZ12;EZH2,399.0,0.7403613660107375,1.0
614,SUZ12;JUN,417.5,0.5286092676558917,1.0
615,SUZ12;POLR2A,419.0,0.5130285764913225,1.0
616,SUZ12;BAP1,288.5,0.15036867318998023,1.0
617,SUZ12;PHF6,395.5,0.7836474451199119,1.0
618,SUZ12;SETD2,383.5,0.9356014339707336,1.0
619,SUZ12;CTCF,430.5,0.4007518133333635,1.0
620,SUZ12;ASXL2,385.5,0.9099185033697055,1.0
621,NIN;CEP89,394.0,0.8020850025620013,1.0
622,NIN;PCM1,416.5,0.5397467659436337,1.0
623,NIN;CLIP1,380.5,0.9742561107475314,1.0
624,RALGDS;KRAS,468.5,0.14634912511541068,1.0
625,RALGDS;PIK3CA,467.5,0.15090298649577952,1.0
626,RALGDS;ARAF,387.0,0.8907772274015995,1.0
627,RALGDS;NRAS,496.5,0.05687538806112362,1.0
628,RALGDS;AKT1,463.0,0.17265418013320077,1.0
629,RALGDS;BRAF,455.5,0.21395238136075667,1.0
630,RALGDS;RHOA,460.0,0.18843079239175597,1.0
631,RALGDS;SRC,448.5,0.25863032942837005,1.0
632,RALGDS;RAF1,459.0,0.19348250524488253,1.0
633,RALGDS;HRAS,461.0,0.18308447934972505,1.0
634,ERCC5;NTHL1,467.5,0.15036867318998023,1.0
635,ERCC5;MSH6,499.5,0.05079948847851595,1.0
636,ERCC5;DDB2,469.5,0.14157920969277973,1.0
637,ERCC5;PALB2,488.5,0.0754715102108787,1.0
638,ERCC5;EP300,454.5,0.2198395121133334,1.0
639,ERCC5;PMS2,452.5,0.23053614319922833,1.0
640,ERCC5;ATM,443.0,0.29762326699446295,1.0
641,ERCC5;XPC,409.0,0.6214326834965893,1.0
642,ERCC5;ERCC3,459.5,0.19041480235819241,1.0
643,ERCC5;FANCD2,441.0,0.3119108371996312,1.0
644,ERCC5;WRN,467.5,0.15020938981280688,1.0
645,ERCC5;ERCC4,458.0,0.1983541925431973,1.0
646,ERCC5;POLE,467.0,0.15258798984776736,1.0
647,ERCC5;XPA,463.5,0.16804280539634175,1.0
648,ERCC5;BRCA2,443.0,0.2975290874514174,1.0
649,ERCC5;ERCC2,480.0,0.10067231171153894,1.0
650,ERCC5;PMS1,496.5,0.05614195052645371,1.0
651,ERCC5;BRCA1,453.0,0.22907094960921504,1.0
652,ERCC5;TCEA1,404.5,0.6747337251241352,1.0
653,ERCC5;POLD1,478.0,0.10749157675951947,1.0
654,ERCC5;RECQL4,447.5,0.26388215528810577,1.0
655,CIC;NCOR2,310.5,0.27925743162919137,1.0
656,SMARCB1;GNA11,486.5,0.08136153246282578,1.0
657,SMARCB1;CCND1,371.5,0.9228026485702795,1.0
658,SMARCB1;MLLT1,484.5,0.08692411087301812,1.0
659,SMARCB1;CDK4,329.0,0.433446755604335,1.0
660,SMARCB1;KMT2C,459.5,0.19011161762116657,1.0
661,SMARCB1;EP300,460.5,0.18478486508002434,1.0
662,SMARCB1;BRD4,437.0,0.3440810901275644,1.0
663,SMARCB1;RB1,370.0,0.9033951090749668,1.0
664,SMARCB1;NCOR1,411.0,0.5995686842589142,1.0
665,SMARCB1;ATM,488.5,0.07541855635348091,1.0
666,SMARCB1;XPC,516.5,0.025821580735136143,0.9710174294318862
667,SMARCB1;MLLT10,473.0,0.12707237504493288,1.0
668,SMARCB1;EZH2,422.5,0.4766318323156241,1.0
669,SMARCB1;ARID1A,333.0,0.47155648863976374,1.0
670,SMARCB1;SMARCE1,398.0,0.7526888062355888,1.0
671,SMARCB1;SS18L1,537.5,0.010189963540276169,0.6683861270307072
672,SMARCB1;AKT1,389.0,0.8653537647978709,1.0
673,SMARCB1;PSIP1,482.5,0.09327673056914267,1.0
674,SMARCB1;EWSR1,519.5,0.022590247746124146,0.8961179362502668
675,SMARCB1;POLR2A,526.5,0.016664149826498845,0.8246466047121404
676,SMARCB1;SS18,451.5,0.2382614746413133,1.0
677,SMARCB1;ATRX,461.0,0.18207246743738614,1.0
678,SMARCB1;RECQL4,464.0,0.16672349813361276,1.0
679,SMARCB1;SMARCD1,426.0,0.4424096133102897,1.0
680,SMARCB1;BRCA1,427.0,0.433542797205552,1.0
681,SMARCB1;MYC,457.0,0.2049164700909052,1.0
682,SMARCB1;ARID1B,409.0,0.6220025342542645,1.0
683,ASXL2;EZH2,438.0,0.33691969049997805,1.0
684,ASXL2;EED,412.0,0.5885217695535575,1.0
685,ASXL2;BAP1,392.5,0.8212680704588579,1.0
686,ASXL2;NCOA1,416.0,0.5451109795132735,1.0
687,DICER1;DDX5,292.0,0.16762273518042392,1.0
688,DICER1;CCND1,324.0,0.38800366641871453,1.0
689,DICER1;SMAD2,296.0,0.18850451457790252,1.0
690,DICER1;DGCR8,349.5,0.6503514642464074,1.0
691,DICER1;POLE,312.5,0.2942431612954898,1.0
692,DICER1;HSP90AA1,300.5,0.2139842349801031,1.0
693,DICER1;HNRNPA2B1,302.5,0.22625841879311948,1.0
694,DICER1;SND1,297.5,0.19683065483482043,1.0
695,DICER1;HSP90AB1,312.0,0.29057851016008873,1.0
696,DICER1;PTEN,316.5,0.3249546487451467,1.0
697,DICER1;XPO1,298.5,0.20235417746838613,1.0
698,DICER1;CREB1,298.0,0.19958118355685583,1.0
699,DICER1;DROSHA,294.5,0.18000234808378734,1.0
700,DICER1;CLP1,301.5,0.2201409830443013,1.0
701,DICER1;AKT1,310.5,0.2796387281874335,1.0
702,DICER1;DDX6,315.0,0.3132394984110922,1.0
703,DICER1;MYC,309.0,0.2690474330077992,1.0
704,DICER1;HIF1A,306.0,0.2486312193764797,1.0
705,SDC4;ERBB2,442.0,0.3052034144570228,1.0
706,SDC4;MET,446.0,0.2758121603989495,1.0
707,SDC4;EXT1,446.0,0.2758789733809264,1.0
708,SDC4;EXT2,445.0,0.28300175216905077,1.0
709,ETV6;STAG2,299.0,0.20533866875343132,1.0
710,ETV6;KRAS,339.5,0.5397862137181972,1.0
711,ETV6;CCDC6,368.0,0.8781944131855542,1.0
712,ETV6;CHIC2,344.5,0.5944737117421435,1.0
713,ETV6;PIK3CA,375.0,0.9678277487273819,1.0
714,ETV6;TRIP11,344.5,0.594458344312126,1.0
715,ETV6;NCOR1,318.0,0.33708089208440917,1.0
716,ETV6;U2AF1,348.5,0.6398884366317308,1.0
717,ETV6;NPM1,332.0,0.4629070317858609,1.0
718,ETV6;ZRSR2,284.0,0.13137522601048618,1.0
719,ETV6;NUP98,326.5,0.4106271142084883,1.0
720,ETV6;EZH2,324.0,0.388036643409546,1.0
721,ETV6;PHF6,281.5,0.12134609584922253,1.0
722,ETV6;IDH2,344.5,0.5944839557287547,1.0
723,ETV6;NUP214,304.5,0.23889527701840207,1.0
724,ETV6;NRAS,371.0,0.916466372114275,1.0
725,ETV6;ABL1,323.5,0.3835843239862696,1.0
726,ETV6;SRSF2,347.5,0.6283754957240588,1.0
727,ETV6;AFF1,314.5,0.30943105842364915,1.0
728,ETV6;IDH1,326.5,0.4106466225830844,1.0
729,ETV6;HRAS,343.5,0.5833300744538273,1.0
730,ETV6;PIK3R1,324.0,0.3880498327590606,1.0
731,ETV6;ZNF384,326.5,0.4105815873197851,1.0
732,ETV6;BRAF,381.0,0.9678290891348295,1.0
733,ETV6;ABL2,324.5,0.392545989896266,1.0
734,DAXX;MDM2,474.0,0.12277577161771146,1.0
735,DAXX;AXIN1,434.5,0.36480687465685746,1.0
736,DAXX;BRD4,454.0,0.22205694967197742,1.0
737,DAXX;CUL3,460.0,0.186409664090731,1.0
738,DAXX;MDM4,411.5,0.5939090987956236,1.0
739,DAXX;MYC,449.0,0.25447029536464105,1.0
740,DAXX;ATM,427.0,0.4325480527511052,1.0
741,DAXX;ATRX,466.5,0.15464302847789582,1.0
742,DAXX;JUN,429.0,0.41456806607906704,1.0
743,DAXX;EZH2,455.0,0.21609687650838927,1.0
744,DAXX;CASP8,439.0,0.32770245498712713,1.0
745,DAXX;DEK,441.0,0.3121406655637585,1.0
746,DAXX;MEN1,429.0,0.41388402573703653,1.0
747,DAXX;FADD,425.5,0.4476205346480314,1.0
748,DAXX;PTEN,488.0,0.07638133515095566,1.0
749,DAXX;POT1,446.5,0.27221095899641523,1.0
750,DAXX;PML,452.5,0.23137789910482243,1.0
751,DAXX;SETDB1,402.5,0.6978558239266248,1.0
752,DAXX;CTNNB1,465.5,0.15988451798024472,1.0
753,ATRX;STAG2,278.5,0.11006198901624702,1.0
754,ATRX;BARD1,260.5,0.0590156300206133,1.0
755,ATRX;PALB2,256.0,0.049892314047713125,1.0
756,ATRX;KMT2C,300.5,0.21381218712755146,1.0
757,ATRX;BRD4,320.0,0.3533518000457381,1.0
758,ATRX;PIK3CA,315.5,0.3171601336546056,1.0
759,ATRX;PML,275.5,0.09957203872972498,1.0
760,ATRX;SETDB1,285.0,0.13544236206177587,1.0
761,ATRX;ATM,287.5,0.14623686359019886,1.0
762,ATRX;FANCD2,270.5,0.08422968214331282,1.0
763,ATRX;WRN,271.0,0.08565489891476358,1.0
764,ATRX;EZH2,320.5,0.3574865309505948,1.0
765,ATRX;ARID1A,307.5,0.25850450273024383,1.0
766,ATRX;SMC1A,244.5,0.03176063281141517,1.0
767,ATRX;IDH2,287.5,0.14649502355062752,1.0
768,ATRX;MEN1,309.5,0.2724444455857832,1.0
769,ATRX;TRIM24,269.5,0.08136576636591226,1.0
770,ATRX;BLM,247.5,0.03589919137096001,1.0
771,ATRX;POT1,271.5,0.08716576822441942,1.0
772,ATRX;NF1,275.0,0.09804961723265264,1.0
773,ATRX;FUBP1,264.5,0.06825810176005608,1.0
774,ATRX;PTEN,285.5,0.13757859235800396,1.0
775,ATRX;CTCF,297.5,0.1965443287520301,1.0
776,ATRX;BRAF,298.0,0.19958743211704277,1.0
777,ATRX;NSD1,306.5,0.2517971868615544,1.0
778,ATRX;RAD51B,323.0,0.37915618201273316,1.0
779,ATRX;IDH1,279.5,0.1138368095052838,1.0
780,ATRX;BRCA1,281.0,0.1193368277361008,1.0
781,ATRX;BCLAF1,247.5,0.03593785186068515,1.0
782,ATRX;CHEK2,260.5,0.058983918350035865,1.0
783,ATRX;ARID1B,286.5,0.14174003067607838,1.0
784,ATRX;MYC,296.5,0.19106358726110328,1.0
785,ATRX;BRCA2,273.0,0.0916769756899397,1.0
786,ATRX;SETD2,302.0,0.222940140827528,1.0
787,ATRX;CDK12,285.0,0.13545866900487236,1.0
788,FBXW7;MSH6,386.5,0.8972989745329001,1.0
789,FBXW7;KRAS,361.5,0.7962813770086056,1.0
790,FBXW7;MDM2,368.0,0.8781692160685853,1.0
791,FBXW7;CCNE1,359.5,0.7714819214651899,1.0
792,FBXW7;CCDC6,352.0,0.6807785284014201,1.0
793,FBXW7;EP300,365.0,0.8401616044661671,1.0
794,FBXW7;PIK3CA,376.0,0.9806930316988186,1.0
795,FBXW7;CUL3,358.0,0.7530515240970678,1.0
796,FBXW7;STAT3,359.0,0.7653527957836557,1.0
797,FBXW7;ERBB2,345.5,0.6056272196635577,1.0
798,FBXW7;ATM,361.0,0.7900590455108489,1.0
799,FBXW7;NPM1,351.5,0.6748701141737656,1.0
800,FBXW7;KMT2D,361.0,0.7900675946856863,1.0
801,FBXW7;USP9X,366.0,0.8528184754907266,1.0
802,FBXW7;EZH2,369.5,0.8972975550578185,1.0
803,FBXW7;ARID1A,371.5,0.9228807654908932,1.0
804,FBXW7;PPP2R1A,357.0,0.7408383763654407,1.0
805,FBXW7;PHF6,360.5,0.7838235233011952,1.0
806,FBXW7;MTOR,365.5,0.8464824128320769,1.0
807,FBXW7;NRAS,331.5,0.45794298435725844,1.0
808,FBXW7;NFKB2,365.0,0.8401835167930388,1.0
809,FBXW7;JUN,373.5,0.9485440144940556,1.0
810,FBXW7;PTEN,363.5,0.8213120249673518,1.0
811,FBXW7;ABL1,363.0,0.8150438689670501,1.0
812,FBXW7;MED12,362.5,0.8087875292221693,1.0
813,FBXW7;HRAS,368.0,0.8781742567429148,1.0
814,FBXW7;BRAF,302.0,0.22316536500509598,1.0
815,FBXW7;CCNC,362.0,0.8025407026584357,1.0
816,FBXW7;HIF1A,358.0,0.7530714439248074,1.0
817,FBXW7;CHD4,353.0,0.692621072263476,1.0
818,FBXW7;AKT1,362.0,0.8025407026584357,1.0
819,FBXW7;PTPN11,363.5,0.8212876097995898,1.0
820,FBXW7;CTNNB1,361.5,0.7963007591854626,1.0
821,FBXW7;NOTCH1,389.5,0.8591356991549381,1.0
822,FBXW7;MYC,365.0,0.8401637961044252,1.0
823,EP300;MAPK1,396.0,0.7775699961208273,1.0
824,EP300;STAG2,401.5,0.7104642343420965,1.0
825,EP300;DDX5,390.0,0.8527456387888094,1.0
826,EP300;CCND1,395.5,0.7837208632876191,1.0
827,EP300;CDKN1B,398.5,0.7466715681382556,1.0
828,EP300;PRDM2,352.0,0.680568750727429,1.0
829,EP300;KRAS,377.0,0.99356029454659,1.0
830,EP300;VHL,406.0,0.6572025504099526,1.0
831,EP300;DDB2,408.0,0.6339654617049649,1.0
832,EP300;MDM2,367.5,0.8717386490277137,1.0
833,EP300;KAT7,376.5,0.9871161687160922,1.0
834,EP300;ATF1,375.5,0.9742518170566611,1.0
835,EP300;SMAD2,380.5,0.974241431761125,1.0
836,EP300;KMT2C,410.5,0.6053964829194434,1.0
837,EP300;ELL,384.5,0.922842271729756,1.0
838,EP300;TCF3,379.5,0.9871215459979805,1.0
839,EP300;BRD4,406.0,0.6569256110929385,1.0
840,EP300;XPA,383.5,0.9356765590953228,1.0
841,EP300;MED12,358.0,0.752971796572282,1.0
842,EP300;TCEA1,350.5,0.6630383215083118,1.0
843,EP300;DDIT3,489.5,0.07326478098062761,1.0
844,EP300;SRC,403.5,0.6866445747695711,1.0
845,EP300;STAT3,364.0,0.8274995732392205,1.0
846,EP300;NFE2L2,398.0,0.7529186019881762,1.0
847,EP300;HSP90AB1,393.5,0.8086336177344654,1.0
848,EP300;EZH2,394.5,0.7959844163834469,1.0
849,EP300;JUN,378.5,1.0,1.0
850,EP300;FEN1,390.5,0.8464360372424566,1.0
851,EP300;POLR2A,407.5,0.6395625317608712,1.0
852,EP300;DEK,406.5,0.6513245516861468,1.0
853,EP300;HIF1A,342.5,0.5721072782395918,1.0
854,EP300;CBFB,409.5,0.6168285609980884,1.0
855,EP300;HSP90AA1,380.0,0.980684979193188,1.0
856,EP300;CREB1,394.0,0.8023954366466828,1.0
857,EP300;SETD2,395.0,0.7899877617552018,1.0
858,EP300;EWSR1,399.5,0.7345893646629901,1.0
859,EP300;SMAD3,399.5,0.7345609289592029,1.0
860,EP300;TBL1XR1,376.5,0.9871172447113263,1.0
861,EP300;TRRAP,372.5,0.9356515466074252,1.0
862,EP300;NCOA1,400.0,0.7284551602495444,1.0
863,EP300;RAD21,392.5,0.821158042137783,1.0
864,EP300;ATM,385.0,0.916351592814652,1.0
865,EP300;CHD4,341.5,0.5609711760601648,1.0
866,EP300;TCF7L2,410.5,0.6054667498677365,1.0
867,EP300;KAT6B,368.0,0.8780834287630421,1.0
868,EP300;ARID1B,391.0,0.8400606915543452,1.0
869,EP300;CREB3L2,409.0,0.6223470925479986,1.0
870,EP300;MYC,377.0,0.9935574259035078,1.0
871,EP300;ID3,404.0,0.6806317273914451,1.0
872,EP300;SPEN,370.0,0.9036081234686125,1.0
873,EP300;SETD1B,367.5,0.8717492648429898,1.0
874,EP300;SUB1,407.0,0.6455534457140777,1.0
875,EP300;EED,393.5,0.8086283938819904,1.0
876,EP300;ARID1A,356.5,0.7343224208047552,1.0
877,EP300;CDKN1A,395.5,0.7837267335135129,1.0
878,EP300;BRCA1,408.0,0.6338568985599851,1.0
879,EP300;RECQL4,385.0,0.9164327988365744,1.0
880,EP300;NPM1,359.5,0.7713830379095087,1.0
881,EP300;NUP98,386.0,0.9036508242093431,1.0
882,EP300;ABL1,354.0,0.7043727673325794,1.0
883,EP300;ARNT,391.5,0.8337888997263818,1.0
884,EP300;XPO1,398.0,0.7529352289853981,1.0
885,EP300;ERBB2,351.5,0.6746953348126661,1.0
886,EP300;PRKACA,431.5,0.3924341540048897,1.0
887,EP300;NCOR1,392.5,0.8210747747465699,1.0
888,EP300;CTNNB1,383.0,0.9420945588886115,1.0
889,EP300;NOTCH1,432.5,0.38360415647708235,1.0
890,EP300;PIK3R1,401.0,0.716419405831304,1.0
891,EP300;SMC1A,391.5,0.8338185119517267,1.0
892,EP300;KAT6A,392.0,0.8274215799596024,1.0
893,EP300;SF3B1,419.5,0.5081823644765899,1.0
894,EP300;RB1,391.0,0.8400101633764216,1.0
895,EP300;NSD1,401.0,0.7163703096222538,1.0
896,EP300;TCF12,400.0,0.7284188437729582,1.0
897,EP300;NCOR2,385.5,0.9099909787292775,1.0
898,EP300;FOXO3,391.5,0.8337182220327827,1.0
899,EP300;NCOA2,390.5,0.8463410470376834,1.0
900,EP300;ZNF384,373.0,0.9420937547699186,1.0
901,EP300;CTCF,384.0,0.9291856238204043,1.0
902,EP300;PML,390.5,0.8464043934162677,1.0
903,EP300;KMT2D,379.0,0.9935573361966289,1.0
904,EP300;MAX,367.0,0.8653983064392683,1.0
905,EP300;AKT1,366.5,0.8590523242378392,1.0
906,EP300;MTOR,391.0,0.8400628873458865,1.0
907,EP300;BRAF,393.0,0.8150161040874573,1.0
908,CRNKL1;PRCC,337.5,0.518686947048421,1.0
909,CRNKL1;U2AF1,369.5,0.8972961355238785,1.0
910,CRNKL1;SF3B1,358.0,0.7530515240970678,1.0
911,MAX;TMEM127,491.5,0.06811616585313776,1.0
912,MAX;SDHAF2,491.0,0.06923645335740537,1.0
913,MAX;SMAD3,434.5,0.365576638005753,1.0
914,MAX;MEN1,480.5,0.09908656651383259,1.0
915,MAX;FOXO3,427.5,0.4284505979718872,1.0
916,MAX;MYC,446.0,0.27562499436964183,1.0
917,MAX;TRRAP,405.5,0.6627962724168253,1.0
918,BRAF;GNA11,455.0,0.21706977097023594,1.0
919,BRAF;MAPK1,471.0,0.1355401958487653,1.0
920,BRAF;CCND1,486.5,0.08144197699313391,1.0
921,BRAF;MSH6,477.5,0.1102400603322796,1.0
922,BRAF;KRAS,495.0,0.060142588188880367,1.0
923,BRAF;MDM2,460.0,0.18852294268312864,1.0
924,BRAF;MAP2K2,480.5,0.0998311898016051,1.0
925,BRAF;CCDC6,499.0,0.05188684844896528,1.0
926,BRAF;PIK3CA,506.5,0.038880933131794825,1.0
927,BRAF;YWHAE,471.0,0.13558910565546284,1.0
928,BRAF;STAT3,474.0,0.12333387830758058,1.0
929,BRAF;PMS2,472.5,0.12933570294367336,1.0
930,BRAF;ATM,461.0,0.18316361237438883,1.0
931,BRAF;ARAF,470.5,0.13768801198361302,1.0
932,BRAF;NPM1,486.0,0.08283257345653505,1.0
933,BRAF;MAP2K1,474.0,0.12335994539651789,1.0
934,BRAF;PRKACA,467.0,0.1532684597347757,1.0
935,BRAF;CASP3,476.5,0.11381671579724756,1.0
936,BRAF;EZH2,489.5,0.07335666365161245,1.0
937,BRAF;ARID1A,476.5,0.11385690265492804,1.0
938,BRAF;POLE,483.0,0.0917537017038907,1.0
